Entity,Code,Year,Pri_adj_Enroll_% – Lee-Lee (2016) (%)
Netherlands,NLD,1905,87.4
Canada,CAN,1905,90.4
Japan,JPN,1905,90.5
Switzerland,CHE,1905,91.2
Bulgaria,BGR,1905,94.7
Norway,NOR,1905,98.1
New Zealand,NZL,1905,99.3
Australia,AUS,1905,100
Denmark,DNK,1905,100
France,FRA,1905,100
Sweden,SWE,1905,100
United Kingdom,GBR,1905,100
United States,USA,1905,100
Afghanistan,AFG,1910,0
Uganda,UGA,1910,0
Zambia,ZMB,1910,0
Nepal,NPL,1910,0.1
Niger,NER,1910,0.1
Mali,MLI,1910,0.2
Cambodia,KHM,1910,0.4
Yemen,YEM,1910,0.4
Iran,IRN,1910,0.7
Morocco,MAR,1910,0.7
Swaziland,SWZ,1910,0.7
Democratic Republic of Congo,COD,1910,1
Libya,LBY,1910,1.2
Senegal,SEN,1910,1.2
Benin,BEN,1910,1.3
Sudan,SDN,1910,1.4
Pakistan,PAK,1910,1.5
Cote d'Ivoire,CIV,1910,1.6
Haiti,HTI,1910,1.6
Mozambique,MOZ,1910,1.6
Iraq,IRQ,1910,2
Tunisia,TUN,1910,2.1
South Korea,KOR,1910,2.5
Cameroon,CMR,1910,3
Kenya,KEN,1910,3.1
China,CHN,1910,3.3
Sierra Leone,SLE,1910,3.4
Indonesia,IDN,1910,4.3
Jordan,JOR,1910,4.5
Malawi,MWI,1910,4.5
Togo,TGO,1910,4.7
Kuwait,KWT,1910,5.1
Ghana,GHA,1910,5.4
Bangladesh,BGD,1910,5.6
Turkey,TUR,1910,6.7
Taiwan,TWN,1910,7
Syria,SYR,1910,7.6
Gambia,GMB,1910,9.1
India,IND,1910,9.3
Zimbabwe,ZWE,1910,9.6
Egypt,EGY,1910,10.8
Luxembourg,LUX,1910,11.2
Venezuela,VEN,1910,11.7
Albania,ALB,1910,12.2
Fiji,FJI,1910,12.3
Dominican Republic,DOM,1910,12.5
Lesotho,LSO,1910,12.5
Thailand,THA,1910,12.7
Malaysia,MYS,1910,13.2
Hong Kong,HKG,1910,13.8
Algeria,DZA,1910,14.3
Nicaragua,NIC,1910,16.4
Brazil,BRA,1910,17.1
Liberia,LBR,1910,17.6
South Africa,ZAF,1910,20.1
Paraguay,PRY,1910,21.3
Bolivia,BOL,1910,21.6
El Salvador,SLV,1910,21.8
Peru,PER,1910,21.8
Guatemala,GTM,1910,22.1
Serbia,SRB,1910,23.3
Panama,PAN,1910,24.7
Myanmar,MMR,1910,24.9
Colombia,COL,1910,26.1
Honduras,HND,1910,33.2
Mauritius,MUS,1910,33.4
Mexico,MEX,1910,33.4
Ecuador,ECU,1910,34.2
Cuba,CUB,1910,38.4
Portugal,PRT,1910,39.2
Costa Rica,CRI,1910,40.6
Spain,ESP,1910,41.5
Russia,RUS,1910,42.8
Sri Lanka,LKA,1910,42.8
Reunion,REU,1910,47
Uruguay,URY,1910,49.4
Greece,GRC,1910,50.2
Argentina,ARG,1910,50.5
Iceland,ISL,1910,51.9
Philippines,PHL,1910,59.3
Poland,POL,1910,59.6
Chile,CHL,1910,62.3
Hungary,HUN,1910,63
Finland,FIN,1910,64.9
Ireland,IRL,1910,64.9
Jamaica,JAM,1910,68.9
Belize,BLZ,1910,71.7
Romania,ROU,1910,76.4
Belgium,BEL,1910,77.7
Malta,MLT,1910,78
Italy,ITA,1910,78.9
Cyprus,CYP,1910,79.9
Guyana,GUY,1910,81.2
Barbados,BRB,1910,82.1
Austria,AUT,1910,82.3
Czech Republic,CZE,1910,85.1
Switzerland,CHE,1910,86.7
Germany,DEU,1910,87.3
Netherlands,NLD,1910,88.3
Trinidad and Tobago,TTO,1910,90
Canada,CAN,1910,92.4
Japan,JPN,1910,96.6
Bulgaria,BGR,1910,98.1
Norway,NOR,1910,98.2
Australia,AUS,1910,100
Denmark,DNK,1910,100
France,FRA,1910,100
New Zealand,NZL,1910,100
Sweden,SWE,1910,100
United Kingdom,GBR,1910,100
United States,USA,1910,100
Afghanistan,AFG,1915,0
Uganda,UGA,1915,0
Nepal,NPL,1915,0.1
Niger,NER,1915,0.1
Mali,MLI,1915,0.3
Cambodia,KHM,1915,0.6
Yemen,YEM,1915,0.6
Zambia,ZMB,1915,0.6
Iran,IRN,1915,0.9
Morocco,MAR,1915,1
Swaziland,SWZ,1915,1.5
Senegal,SEN,1915,1.6
Benin,BEN,1915,1.7
Libya,LBY,1915,1.7
Democratic Republic of Congo,COD,1915,1.8
Pakistan,PAK,1915,1.9
Cote d'Ivoire,CIV,1915,2.1
Haiti,HTI,1915,2.1
Mozambique,MOZ,1915,2.1
Sudan,SDN,1915,2.1
Iraq,IRQ,1915,2.7
Tunisia,TUN,1915,2.8
Cameroon,CMR,1915,3
Sierra Leone,SLE,1915,3.4
Kenya,KEN,1915,4.1
Togo,TGO,1915,4.2
China,CHN,1915,5
South Korea,KOR,1915,6
Jordan,JOR,1915,6.2
Malawi,MWI,1915,6.8
Ghana,GHA,1915,7
Bangladesh,BGD,1915,7.2
Gambia,GMB,1915,7.8
Indonesia,IDN,1915,7.8
Turkey,TUR,1915,9
Kuwait,KWT,1915,9.5
Syria,SYR,1915,10.3
India,IND,1915,10.7
Luxembourg,LUX,1915,11.9
Dominican Republic,DOM,1915,12.6
Venezuela,VEN,1915,12.8
Thailand,THA,1915,14.3
Liberia,LBR,1915,14.7
Albania,ALB,1915,15.2
Algeria,DZA,1915,15.6
Malaysia,MYS,1915,17.3
Hong Kong,HKG,1915,17.9
Lesotho,LSO,1915,18.2
Brazil,BRA,1915,18.5
Fiji,FJI,1915,18.6
Egypt,EGY,1915,18.7
Zimbabwe,ZWE,1915,20.5
Bolivia,BOL,1915,22
Panama,PAN,1915,22.5
Ecuador,ECU,1915,22.7
El Salvador,SLV,1915,22.7
Peru,PER,1915,23.2
South Africa,ZAF,1915,25.2
Guatemala,GTM,1915,25.8
Taiwan,TWN,1915,25.9
Nicaragua,NIC,1915,26.1
Myanmar,MMR,1915,27.2
Greece,GRC,1915,28.4
Serbia,SRB,1915,30
Honduras,HND,1915,32.7
Mexico,MEX,1915,35.4
Mauritius,MUS,1915,38.1
Colombia,COL,1915,38.2
Paraguay,PRY,1915,40.2
Portugal,PRT,1915,40.5
Russia,RUS,1915,43.7
Sri Lanka,LKA,1915,44
Spain,ESP,1915,44.8
Cuba,CUB,1915,46.7
Costa Rica,CRI,1915,49
Hungary,HUN,1915,50.5
Uruguay,URY,1915,52.8
Reunion,REU,1915,53.9
Romania,ROU,1915,54.7
Iceland,ISL,1915,54.8
Philippines,PHL,1915,55.7
Argentina,ARG,1915,58.7
Poland,POL,1915,62.2
Chile,CHL,1915,65.8
Barbados,BRB,1915,66.9
Ireland,IRL,1915,67.6
Guyana,GUY,1915,68.4
Jamaica,JAM,1915,68.7
Belize,BLZ,1915,69.7
Malta,MLT,1915,72.9
Belgium,BEL,1915,76.2
Finland,FIN,1915,79.4
Italy,ITA,1915,79.9
Trinidad and Tobago,TTO,1915,81.9
Czech Republic,CZE,1915,86.3
Canada,CAN,1915,88.2
Switzerland,CHE,1915,88.3
Bulgaria,BGR,1915,89.5
Netherlands,NLD,1915,89.5
Austria,AUT,1915,90.1
Germany,DEU,1915,92.2
Cyprus,CYP,1915,92.3
Japan,JPN,1915,96.6
Norway,NOR,1915,99.5
Australia,AUS,1915,100
Denmark,DNK,1915,100
France,FRA,1915,100
New Zealand,NZL,1915,100
Sweden,SWE,1915,100
United Kingdom,GBR,1915,100
United States,USA,1915,100
Afghanistan,AFG,1920,0
Uganda,UGA,1920,0
Nepal,NPL,1920,0.2
Niger,NER,1920,0.2
Mali,MLI,1920,0.5
Yemen,YEM,1920,0.7
Cambodia,KHM,1920,1
Iran,IRN,1920,1.3
Morocco,MAR,1920,1.5
Zambia,ZMB,1920,1.7
Senegal,SEN,1920,2
Benin,BEN,1920,2.2
Libya,LBY,1920,2.4
Pakistan,PAK,1920,2.5
Cote d'Ivoire,CIV,1920,2.6
Mozambique,MOZ,1920,2.7
Sudan,SDN,1920,2.8
Swaziland,SWZ,1920,2.8
Democratic Republic of Congo,COD,1920,3
Cameroon,CMR,1920,3.1
Sierra Leone,SLE,1920,3.4
Iraq,IRQ,1920,3.6
Togo,TGO,1920,3.7
Tunisia,TUN,1920,3.9
Venezuela,VEN,1920,5.2
Kenya,KEN,1920,5.5
Gambia,GMB,1920,6.5
China,CHN,1920,7.4
Jordan,JOR,1920,8.4
Ghana,GHA,1920,8.5
Indonesia,IDN,1920,9.2
South Korea,KOR,1920,9.3
Bangladesh,BGD,1920,9.4
Haiti,HTI,1920,9.6
Malawi,MWI,1920,10.2
Liberia,LBR,1920,10.9
Turkey,TUR,1920,11.9
India,IND,1920,12.4
Algeria,DZA,1920,13.5
Syria,SYR,1920,13.7
Kuwait,KWT,1920,13.8
Egypt,EGY,1920,15.7
Thailand,THA,1920,15.9
Guatemala,GTM,1920,16.4
Luxembourg,LUX,1920,16.8
Albania,ALB,1920,18.8
Brazil,BRA,1920,19.9
Hong Kong,HKG,1920,22
Bolivia,BOL,1920,22.3
Malaysia,MYS,1920,22.4
Nicaragua,NIC,1920,23.5
Lesotho,LSO,1920,24
El Salvador,SLV,1920,25
Myanmar,MMR,1920,25.1
Peru,PER,1920,25.7
Fiji,FJI,1920,26.9
Honduras,HND,1920,26.9
Mexico,MEX,1920,29.6
South Africa,ZAF,1920,30.3
Zimbabwe,ZWE,1920,31.4
Ecuador,ECU,1920,34.1
Paraguay,PRY,1920,34.9
Serbia,SRB,1920,36.7
Panama,PAN,1920,37.6
Colombia,COL,1920,39.1
Russia,RUS,1920,39.9
Portugal,PRT,1920,41.8
Spain,ESP,1920,44.6
Mauritius,MUS,1920,44.8
Taiwan,TWN,1920,44.8
Sri Lanka,LKA,1920,45.2
Costa Rica,CRI,1920,45.5
Dominican Republic,DOM,1920,45.7
Greece,GRC,1920,45.9
Uruguay,URY,1920,52.7
Barbados,BRB,1920,54.8
Cuba,CUB,1920,55
Hungary,HUN,1920,57.7
Iceland,ISL,1920,57.8
Reunion,REU,1920,60.7
Chile,CHL,1920,62
Jamaica,JAM,1920,63.8
Ireland,IRL,1920,64.4
Poland,POL,1920,64.7
Romania,ROU,1920,65
Argentina,ARG,1920,65.8
Belize,BLZ,1920,67.6
Malta,MLT,1920,67.9
Philippines,PHL,1920,74
Guyana,GUY,1920,78.8
Italy,ITA,1920,79.1
Trinidad and Tobago,TTO,1920,80.5
Switzerland,CHE,1920,87
Czech Republic,CZE,1920,87.5
Netherlands,NLD,1920,89.4
Belgium,BEL,1920,93.3
Finland,FIN,1920,94.8
Germany,DEU,1920,97.1
Japan,JPN,1920,97.5
Austria,AUT,1920,97.9
Canada,CAN,1920,98.4
Norway,NOR,1920,99.3
Australia,AUS,1920,100
Bulgaria,BGR,1920,100
Cyprus,CYP,1920,100
Denmark,DNK,1920,100
France,FRA,1920,100
New Zealand,NZL,1920,100
Sweden,SWE,1920,100
United Kingdom,GBR,1920,100
United States,USA,1920,100
Afghanistan,AFG,1925,0
Niger,NER,1925,0.2
Nepal,NPL,1925,0.3
Mali,MLI,1925,0.8
Yemen,YEM,1925,1
Cambodia,KHM,1925,1.5
Morocco,MAR,1925,2.1
Iran,IRN,1925,2.6
Senegal,SEN,1925,2.6
Uganda,UGA,1925,2.8
Benin,BEN,1925,2.9
Libya,LBY,1925,3.2
Pakistan,PAK,1925,3.2
Togo,TGO,1925,3.2
Cote d'Ivoire,CIV,1925,3.4
Mozambique,MOZ,1925,3.5
Sudan,SDN,1925,3.6
Zambia,ZMB,1925,3.7
Sierra Leone,SLE,1925,3.8
Cameroon,CMR,1925,4
Democratic Republic of Congo,COD,1925,4.8
Iraq,IRQ,1925,4.8
Swaziland,SWZ,1925,5
Gambia,GMB,1925,5.2
Tunisia,TUN,1925,5.3
Liberia,LBR,1925,6.1
Kenya,KEN,1925,7.4
Jordan,JOR,1925,8.2
Ghana,GHA,1925,9.6
China,CHN,1925,11.1
Bangladesh,BGD,1925,12.1
Indonesia,IDN,1925,13.1
India,IND,1925,14.1
Algeria,DZA,1925,14.3
Malawi,MWI,1925,14.8
Honduras,HND,1925,17.7
Syria,SYR,1925,18.1
Kuwait,KWT,1925,18.2
Haiti,HTI,1925,18.3
South Korea,KOR,1925,18.5
Egypt,EGY,1925,19.1
Turkey,TUR,1925,19.2
El Salvador,SLV,1925,19.6
Luxembourg,LUX,1925,19.8
Myanmar,MMR,1925,20.4
Albania,ALB,1925,20.7
Venezuela,VEN,1925,22.2
Bolivia,BOL,1925,22.7
Nicaragua,NIC,1925,23
Lesotho,LSO,1925,25.3
Malaysia,MYS,1925,28.5
Peru,PER,1925,28.6
Brazil,BRA,1925,28.9
South Africa,ZAF,1925,30.7
Guatemala,GTM,1925,34.5
Paraguay,PRY,1925,35.3
Dominican Republic,DOM,1925,37
Fiji,FJI,1925,37.1
Colombia,COL,1925,37.6
Hong Kong,HKG,1925,37.9
Ecuador,ECU,1925,39.5
Serbia,SRB,1925,42.3
Portugal,PRT,1925,43
Spain,ESP,1925,44.3
Panama,PAN,1925,45.5
Sri Lanka,LKA,1925,46.6
Costa Rica,CRI,1925,46.8
Hungary,HUN,1925,47.7
Zimbabwe,ZWE,1925,48.6
Thailand,THA,1925,48.8
Taiwan,TWN,1925,51.8
Mauritius,MUS,1925,52
Cuba,CUB,1925,53.3
Reunion,REU,1925,53.4
Uruguay,URY,1925,56.9
Mexico,MEX,1925,61.9
Barbados,BRB,1925,63
Argentina,ARG,1925,65.8
Iceland,ISL,1925,66.9
Greece,GRC,1925,69.2
Poland,POL,1925,70.1
Romania,ROU,1925,71.7
Russia,RUS,1925,72
Belize,BLZ,1925,75.9
Philippines,PHL,1925,76.5
Chile,CHL,1925,76.9
Belgium,BEL,1925,78.1
Italy,ITA,1925,78.3
Ireland,IRL,1925,78.5
Czech Republic,CZE,1925,79.1
Malta,MLT,1925,79.1
Germany,DEU,1925,79.2
Jamaica,JAM,1925,79.6
Guyana,GUY,1925,80.7
Switzerland,CHE,1925,85.4
Netherlands,NLD,1925,89
Trinidad and Tobago,TTO,1925,89.5
Japan,JPN,1925,97
Austria,AUT,1925,99
Sweden,SWE,1925,99.7
Bulgaria,BGR,1925,99.8
Australia,AUS,1925,100
Canada,CAN,1925,100
Cyprus,CYP,1925,100
Denmark,DNK,1925,100
Finland,FIN,1925,100
France,FRA,1925,100
New Zealand,NZL,1925,100
Norway,NOR,1925,100
United Kingdom,GBR,1925,100
United States,USA,1925,100
Afghanistan,AFG,1930,0
Niger,NER,1930,0.3
Nepal,NPL,1930,0.4
Mali,MLI,1930,1.1
Yemen,YEM,1930,1.3
Cambodia,KHM,1930,2.3
Togo,TGO,1930,2.6
Uganda,UGA,1930,2.8
Senegal,SEN,1930,3.4
Morocco,MAR,1930,3.5
Benin,BEN,1930,3.8
Gambia,GMB,1930,3.8
Pakistan,PAK,1930,4.1
Sierra Leone,SLE,1930,4.1
Cote d'Ivoire,CIV,1930,4.3
Sudan,SDN,1930,4.3
Mozambique,MOZ,1930,4.4
Libya,LBY,1930,4.5
Cameroon,CMR,1930,4.8
Iran,IRN,1930,5.8
Iraq,IRQ,1930,6
Zambia,ZMB,1930,6.9
Tunisia,TUN,1930,7.1
Democratic Republic of Congo,COD,1930,7.5
Jordan,JOR,1930,8.1
Swaziland,SWZ,1930,8.4
Ghana,GHA,1930,9.4
Kenya,KEN,1930,9.8
Liberia,LBR,1930,10.4
Bangladesh,BGD,1930,15.4
India,IND,1930,16.6
Indonesia,IDN,1930,17.2
Algeria,DZA,1930,17.5
El Salvador,SLV,1930,17.6
China,CHN,1930,17.7
Honduras,HND,1930,19.1
Malawi,MWI,1930,21
Haiti,HTI,1930,21.5
Turkey,TUR,1930,21.7
Albania,ALB,1930,21.8
Kuwait,KWT,1930,22.6
Bolivia,BOL,1930,23.3
Syria,SYR,1930,23.5
Nicaragua,NIC,1930,25.1
Myanmar,MMR,1930,25.6
Venezuela,VEN,1930,26.3
Guatemala,GTM,1930,26.5
Lesotho,LSO,1930,26.7
South Korea,KOR,1930,27.7
Brazil,BRA,1930,29.5
Dominican Republic,DOM,1930,30.8
South Africa,ZAF,1930,31
Luxembourg,LUX,1930,32.5
Egypt,EGY,1930,32.8
Malaysia,MYS,1930,35.5
Colombia,COL,1930,36.1
Peru,PER,1930,38.2
Paraguay,PRY,1930,44.4
Ecuador,ECU,1930,45
Reunion,REU,1930,46
Serbia,SRB,1930,47.8
Sri Lanka,LKA,1930,48.1
Fiji,FJI,1930,48.5
Spain,ESP,1930,50
Mauritius,MUS,1930,50.1
Cuba,CUB,1930,51.7
Panama,PAN,1930,53.5
Hong Kong,HKG,1930,53.8
Costa Rica,CRI,1930,55
Portugal,PRT,1930,55.3
Thailand,THA,1930,55.4
Uruguay,URY,1930,58
Taiwan,TWN,1930,58.7
Barbados,BRB,1930,65.4
Zimbabwe,ZWE,1930,65.9
Argentina,ARG,1930,66.9
Philippines,PHL,1930,73.9
Iceland,ISL,1930,76.1
Hungary,HUN,1930,76.6
Romania,ROU,1930,78.6
Greece,GRC,1930,79.7
Chile,CHL,1930,80.2
Poland,POL,1930,81.7
Jamaica,JAM,1930,84.1
Belize,BLZ,1930,84.2
Germany,DEU,1930,85.1
Switzerland,CHE,1930,85.9
Mexico,MEX,1930,86
Ireland,IRL,1930,87
Belgium,BEL,1930,87.9
Malta,MLT,1930,90.4
Trinidad and Tobago,TTO,1930,91.7
New Zealand,NZL,1930,91.9
Netherlands,NLD,1930,92.8
Guyana,GUY,1930,93.2
Czech Republic,CZE,1930,95.2
Italy,ITA,1930,96.8
Australia,AUS,1930,100
Austria,AUT,1930,100
Bulgaria,BGR,1930,100
Canada,CAN,1930,100
Cyprus,CYP,1930,100
Denmark,DNK,1930,100
Finland,FIN,1930,100
France,FRA,1930,100
Japan,JPN,1930,100
Norway,NOR,1930,100
Russia,RUS,1930,100
Sweden,SWE,1930,100
United Kingdom,GBR,1930,100
United States,USA,1930,100
Afghanistan,AFG,1935,0
Niger,NER,1935,0.3
Nepal,NPL,1935,0.7
Mali,MLI,1935,1.6
Yemen,YEM,1935,1.7
Togo,TGO,1935,3.5
Uganda,UGA,1935,3.5
Sudan,SDN,1935,4.1
Senegal,SEN,1935,4.4
Gambia,GMB,1935,4.6
Morocco,MAR,1935,4.6
Mozambique,MOZ,1935,4.7
Benin,BEN,1935,5
Sierra Leone,SLE,1935,5
Pakistan,PAK,1935,5.3
Cote d'Ivoire,CIV,1935,5.5
Libya,LBY,1935,6.1
Iran,IRN,1935,7.8
Cambodia,KHM,1935,7.9
Liberia,LBR,1935,8.8
Democratic Republic of Congo,COD,1935,9.1
Jordan,JOR,1935,9.2
Iraq,IRQ,1935,9.6
Tunisia,TUN,1935,9.6
Ghana,GHA,1935,9.7
Cameroon,CMR,1935,11
Kenya,KEN,1935,11.3
Zambia,ZMB,1935,13.2
Swaziland,SWZ,1935,13.3
Myanmar,MMR,1935,15.9
Indonesia,IDN,1935,17.1
India,IND,1935,17.5
Algeria,DZA,1935,19.1
Honduras,HND,1935,19.4
Bangladesh,BGD,1935,19.5
China,CHN,1935,22.2
Haiti,HTI,1935,23.4
Bolivia,BOL,1935,23.9
El Salvador,SLV,1935,24.9
Syria,SYR,1935,24.9
Kuwait,KWT,1935,26.9
Nicaragua,NIC,1935,27.2
Turkey,TUR,1935,28.3
Guatemala,GTM,1935,28.8
Malawi,MWI,1935,28.8
Dominican Republic,DOM,1935,30.6
South Africa,ZAF,1935,31.8
South Korea,KOR,1935,31.8
Brazil,BRA,1935,32.9
Albania,ALB,1935,37.2
Paraguay,PRY,1935,38.5
Lesotho,LSO,1935,38.6
Colombia,COL,1935,39.4
Fiji,FJI,1935,42.1
Malaysia,MYS,1935,43.3
Egypt,EGY,1935,45.6
Serbia,SRB,1935,46.6
Peru,PER,1935,47.8
Panama,PAN,1935,49.4
Ecuador,ECU,1935,51.7
Mauritius,MUS,1935,52.7
Luxembourg,LUX,1935,52.9
Cuba,CUB,1935,53.5
Venezuela,VEN,1935,54.1
Portugal,PRT,1935,54.9
Hong Kong,HKG,1935,55.9
Spain,ESP,1935,56.3
Sri Lanka,LKA,1935,57.3
Zimbabwe,ZWE,1935,58.9
Uruguay,URY,1935,60.3
Costa Rica,CRI,1935,61.8
Reunion,REU,1935,64.8
Mexico,MEX,1935,65.1
Thailand,THA,1935,66.1
Philippines,PHL,1935,67.6
Taiwan,TWN,1935,70.1
Barbados,BRB,1935,70.6
Chile,CHL,1935,70.7
Hungary,HUN,1935,73.3
Argentina,ARG,1935,73.9
Greece,GRC,1935,83.4
Guyana,GUY,1935,85.9
Germany,DEU,1935,86.6
Ireland,IRL,1935,86.9
Iceland,ISL,1935,88.4
Jamaica,JAM,1935,88.5
Netherlands,NLD,1935,88.9
Switzerland,CHE,1935,89.1
Belize,BLZ,1935,92.1
New Zealand,NZL,1935,93.4
Cyprus,CYP,1935,93.6
Belgium,BEL,1935,94.2
Czech Republic,CZE,1935,94.2
Malta,MLT,1935,95.2
Trinidad and Tobago,TTO,1935,97.1
Sweden,SWE,1935,98.9
Poland,POL,1935,99
Australia,AUS,1935,99.5
Austria,AUT,1935,100
Bulgaria,BGR,1935,100
Canada,CAN,1935,100
Denmark,DNK,1935,100
Finland,FIN,1935,100
France,FRA,1935,100
Italy,ITA,1935,100
Japan,JPN,1935,100
Norway,NOR,1935,100
Romania,ROU,1935,100
Russia,RUS,1935,100
United Kingdom,GBR,1935,100
United States,USA,1935,100
Afghanistan,AFG,1940,0
Niger,NER,1940,0.7
Nepal,NPL,1940,1
Mali,MLI,1940,1.6
Yemen,YEM,1940,2.2
Sudan,SDN,1940,4.5
Senegal,SEN,1940,4.6
Benin,BEN,1940,5
Togo,TGO,1940,5.1
Morocco,MAR,1940,5.2
Gambia,GMB,1940,5.5
Sierra Leone,SLE,1940,5.8
Pakistan,PAK,1940,6.9
Cote d'Ivoire,CIV,1940,7.1
Uganda,UGA,1940,7.3
Mozambique,MOZ,1940,8
Libya,LBY,1940,8.3
Cambodia,KHM,1940,9.4
Liberia,LBR,1940,9.4
Democratic Republic of Congo,COD,1940,10.6
Iran,IRN,1940,12.5
Ghana,GHA,1940,12.7
Jordan,JOR,1940,12.7
Tunisia,TUN,1940,12.8
Kenya,KEN,1940,13.3
Iraq,IRQ,1940,13.5
Cameroon,CMR,1940,17.1
Myanmar,MMR,1940,19.5
Zambia,ZMB,1940,19.5
China,CHN,1940,19.6
India,IND,1940,19.7
Guatemala,GTM,1940,20.1
Swaziland,SWZ,1940,20.3
Algeria,DZA,1940,20.8
Haiti,HTI,1940,24.1
Bangladesh,BGD,1940,24.3
Indonesia,IDN,1940,25.6
Honduras,HND,1940,27.2
Syria,SYR,1940,28.3
Nicaragua,NIC,1940,29.3
Kuwait,KWT,1940,31.3
Bolivia,BOL,1940,31.5
El Salvador,SLV,1940,31.5
Albania,ALB,1940,32.5
Dominican Republic,DOM,1940,35.5
Turkey,TUR,1940,35.6
South Africa,ZAF,1940,36.6
Brazil,BRA,1940,38
Malawi,MWI,1940,38
Colombia,COL,1940,41.1
Hong Kong,HKG,1940,44.9
Serbia,SRB,1940,45.5
Egypt,EGY,1940,47.4
Sri Lanka,LKA,1940,48
Lesotho,LSO,1940,50.4
Malaysia,MYS,1940,51.3
Spain,ESP,1940,51.5
Zimbabwe,ZWE,1940,51.9
Fiji,FJI,1940,52.2
Mauritius,MUS,1940,52.6
Venezuela,VEN,1940,54.9
Cuba,CUB,1940,55.2
Peru,PER,1940,55.6
South Korea,KOR,1940,56.1
Ecuador,ECU,1940,57.7
Panama,PAN,1940,58.9
Paraguay,PRY,1940,60.1
Czech Republic,CZE,1940,61
Costa Rica,CRI,1940,63.3
Portugal,PRT,1940,65.9
Mexico,MEX,1940,66
Uruguay,URY,1940,67.2
Luxembourg,LUX,1940,69.9
Chile,CHL,1940,75.7
Argentina,ARG,1940,79.7
Barbados,BRB,1940,81
Ireland,IRL,1940,82.1
Reunion,REU,1940,83.5
Greece,GRC,1940,84.5
Poland,POL,1940,86
Switzerland,CHE,1940,86.9
Germany,DEU,1940,87.3
Belgium,BEL,1940,88.7
Netherlands,NLD,1940,88.9
New Zealand,NZL,1940,90.4
Jamaica,JAM,1940,90.7
Guyana,GUY,1940,91.2
Hungary,HUN,1940,91.4
United Kingdom,GBR,1940,92.4
Cyprus,CYP,1940,93.5
Australia,AUS,1940,99
Canada,CAN,1940,99
Trinidad and Tobago,TTO,1940,99.4
Austria,AUT,1940,100
Belize,BLZ,1940,100
Bulgaria,BGR,1940,100
Denmark,DNK,1940,100
Finland,FIN,1940,100
France,FRA,1940,100
Iceland,ISL,1940,100
Italy,ITA,1940,100
Japan,JPN,1940,100
Malta,MLT,1940,100
Norway,NOR,1940,100
Philippines,PHL,1940,100
Romania,ROU,1940,100
Russia,RUS,1940,100
Sweden,SWE,1940,100
Taiwan,TWN,1940,100
Thailand,THA,1940,100
United States,USA,1940,100
Niger,NER,1945,1
Nepal,NPL,1945,1.5
Mali,MLI,1945,2.6
Afghanistan,AFG,1945,2.8
Yemen,YEM,1945,2.8
Sudan,SDN,1945,5.3
Morocco,MAR,1945,6.1
Togo,TGO,1945,6.1
Gambia,GMB,1945,6.3
Senegal,SEN,1945,6.9
Sierra Leone,SLE,1945,7.8
Liberia,LBR,1945,7.9
Pakistan,PAK,1945,8.8
Benin,BEN,1945,8.9
Cote d'Ivoire,CIV,1945,8.9
Mozambique,MOZ,1945,9.8
Jordan,JOR,1945,11.2
Libya,LBY,1945,11.2
Myanmar,MMR,1945,11.3
Iran,IRN,1945,12.5
Cambodia,KHM,1945,13
Iraq,IRQ,1945,16
Uganda,UGA,1945,16.8
Tunisia,TUN,1945,16.9
India,IND,1945,19.4
Algeria,DZA,1945,19.6
Haiti,HTI,1945,20.1
Kenya,KEN,1945,23.8
Ghana,GHA,1945,24
Cameroon,CMR,1945,25.7
Democratic Republic of Congo,COD,1945,25.9
Honduras,HND,1945,28.3
Guatemala,GTM,1945,29.2
Swaziland,SWZ,1945,29.3
Bangladesh,BGD,1945,29.9
China,CHN,1945,31
Zambia,ZMB,1945,31.7
El Salvador,SLV,1945,32.3
Indonesia,IDN,1945,34.2
Syria,SYR,1945,34.8
Nicaragua,NIC,1945,34.9
Bolivia,BOL,1945,35.1
Kuwait,KWT,1945,38.1
South Africa,ZAF,1945,38.9
Colombia,COL,1945,39.6
Egypt,EGY,1945,41.8
Turkey,TUR,1945,48
Malawi,MWI,1945,48.1
Hong Kong,HKG,1945,48.5
Dominican Republic,DOM,1945,52.6
Mauritius,MUS,1945,52.7
Brazil,BRA,1945,54.6
Lesotho,LSO,1945,54.7
Serbia,SRB,1945,55.9
Panama,PAN,1945,56.2
Paraguay,PRY,1945,58.5
Zimbabwe,ZWE,1945,58.9
Malaysia,MYS,1945,59.4
Spain,ESP,1945,59.6
South Korea,KOR,1945,61.1
Sri Lanka,LKA,1945,62.1
Cuba,CUB,1945,62.7
Venezuela,VEN,1945,63.3
Ecuador,ECU,1945,63.8
Peru,PER,1945,64.4
Portugal,PRT,1945,66.1
Uruguay,URY,1945,66.4
Mexico,MEX,1945,69
Fiji,FJI,1945,69.8
Costa Rica,CRI,1945,70
Chile,CHL,1945,74.4
Romania,ROU,1945,77.6
Argentina,ARG,1945,79.3
Jamaica,JAM,1945,80.4
Ireland,IRL,1945,80.7
Switzerland,CHE,1945,81.3
Albania,ALB,1945,81.7
Poland,POL,1945,83.6
United Kingdom,GBR,1945,84.7
Luxembourg,LUX,1945,84.9
Greece,GRC,1945,85.6
Barbados,BRB,1945,86.6
Canada,CAN,1945,90
Netherlands,NLD,1945,91.4
Germany,DEU,1945,92.8
Cyprus,CYP,1945,93
Italy,ITA,1945,94.8
